ダウンロードした時刻：2025/06/28 12:57:40

,横浜,横浜,横浜
2025/4/16 7:00:00,2,8,1
2025/4/16 8:00:00,2,8,1
2025/4/16 9:00:00,2,8,1
2025/4/16 10:00:00,2,8,1
2025/4/17 6:00:00,4,8,1
2025/4/17 7:00:00,4,8,1
2025/4/17 8:00:00,2,8,1
2025/4/17 9:00:00,2,8,1
2025/4/17 10:00:00,2,8,1
2025/4/18 6:00:00,4,8,1
2025/4/18 7:00:00,4,8,1
2025/4/18 8:00:00,4,8,1
2025/4/18 9:00:00,4,8,1
2025/4/18 10:00:00,4,8,1
2025/4/19 6:00:00,2,8,1
2025/4/19 7:00:00,2,8,1
2025/4/19 8:00:00,2,8,1
2025/4/19 9:00:00,2,8,1
2025/4/19 10:00:00,2,8,1
2025/4/20 6:00:00,4,8,1
2025/4/20 7:00:00,4,8,1
2025/4/20 8:00:00,4,8,1
2025/4/20 9:00:00,4,8,1
2025/4/20 10:00:00,4,8,1
2025/4/21 6:00:00,4,8,1
2025/4/21 7:00:00,2,8,1
2025/4/21 8:00:00,2,8,1
2025/4/21 9:00:00,2,8,1
2025/4/21 10:00:00,2,8,1
2025/4/22 6:00:00,2,8,1
2025/4/22 7:00:00,2,8,1
2025/4/22 8:00:00,2,8,1
2025/4/22 9:00:00,2,8,1
2025/4/22 10:00:00,2,8,1
2025/4/23 6:00:00,10,8,1
2025/4/23 7:00:00,10,8,1
2025/4/23 8:00:00,10,8,1
2025/4/23 9:00:00,10,8,1
2025/4/23 10:00:00,10,8,1
2025/4/24 6:00:00,4,8,1
2025/4/24 7:00:00,4,8,1
2025/4/24 8:00:00,4,8,1
2025/4/24 9:00:00,4,8,1
2025/4/24 10:00:00,4,8,1
2025/4/25 6:00:00,4,8,1
2025/4/25 7:00:00,4,8,1
2025/4/25 8:00:00,4,8,1
2025/4/25 9:00:00,4,8,1
2025/4/25 10:00:00,4,8,1
2025/4/26 6:00:00,4,8,1
2025/4/26 7:00:00,4,8,1
2025/4/26 8:00:00,4,8,1
2025/4/26 9:00:00,4,8,1
2025/4/26 10:00:00,4,8,1
2025/4/27 6:00:00,2,8,1
2025/4/27 7:00:00,2,8,1
2025/4/27 8:00:00,2,8,1
2025/4/27 9:00:00,2,8,1
2025/4/27 10:00:00,2,8,1
2025/4/28 6:00:00,4,8,1
2025/4/28 7:00:00,4,8,1
2025/4/28 8:00:00,4,8,1
2025/4/28 9:00:00,4,8,1
2025/4/28 10:00:00,4,8,1
2025/4/29 6:00:00,2,8,1
2025/4/29 7:00:00,2,8,1
2025/4/29 8:00:00,2,8,1
2025/4/29 9:00:00,2,8,1
2025/4/29 10:00:00,2,8,1
2025/4/30 6:00:00,2,8,1
2025/4/30 7:00:00,2,8,1
2025/4/30 8:00:00,2,8,1
2025/4/30 9:00:00,2,8,1
2025/4/30 10:00:00,2,8,1
2025/5/1 6:00:00,2,8,1
2025/5/1 7:00:00,2,8,1
2025/5/1 8:00:00,2,8,1
2025/5/1 9:00:00,2,8,1
2025/5/1 10:00:00,2,8,1
2025/5/2 6:00:00,4,8,1
2025/5/2 7:00:00,4,8,1
2025/5/2 8:00:00,4,8,1
2025/5/2 9:00:00,10,8,1
2025/5/2 10:00:00,10,8,1
2025/5/3 6:00:00,2,8,1
2025/5/3 7:00:00,2,8,1
2025/5/3 8:00:00,2,8,1
2025/5/3 9:00:00,2,8,1
2025/5/3 10:00:00,2,8,1
2025/5/4 6:00:00,2,8,1
2025/5/4 7:00:00,4,8,1
2025/5/4 8:00:00,4,8,1
2025/5/4 9:00:00,2,8,1
2025/5/4 10:00:00,2,8,1
2025/5/5 6:00:00,4,8,1
2025/5/5 7:00:00,4,8,1
2025/5/5 8:00:00,4,8,1
2025/5/5 9:00:00,4,8,1
2025/5/5 10:00:00,2,8,1
2025/5/6 6:00:00,10,8,1
2025/5/6 7:00:00,10,8,1
2025/5/6 8:00:00,10,8,1
2025/5/6 9:00:00,10,8,1
2025/5/6 10:00:00,10,8,1
2025/5/7 6:00:00,4,8,1
2025/5/7 7:00:00,2,8,1
2025/5/7 8:00:00,2,8,1
2025/5/7 9:00:00,2,8,1
2025/5/7 10:00:00,2,8,1
2025/5/8 6:00:00,4,8,1
2025/5/8 7:00:00,4,8,1
2025/5/8 8:00:00,4,8,1
2025/5/8 9:00:00,4,8,1
2025/5/8 10:00:00,4,8,1
2025/5/9 6:00:00,4,8,1
2025/5/9 7:00:00,4,8,1
2025/5/9 8:00:00,4,8,1
2025/5/9 9:00:00,4,8,1
2025/5/9 10:00:00,4,8,1
2025/5/10 6:00:00,10,8,1
2025/5/10 7:00:00,10,8,1
2025/5/10 8:00:00,10,8,1
2025/5/10 9:00:00,10,8,1
2025/5/10 10:00:00,10,8,1
2025/5/11 6:00:00,4,8,1
2025/5/11 7:00:00,4,8,1
2025/5/11 8:00:00,2,8,1
2025/5/11 9:00:00,2,8,1
2025/5/11 10:00:00,4,8,1
2025/5/12 6:00:00,10,8,1
2025/5/12 7:00:00,10,8,1
2025/5/12 8:00:00,10,8,1
2025/5/12 9:00:00,4,8,1
2025/5/12 10:00:00,4,8,1
2025/5/13 6:00:00,4,8,1
2025/5/13 7:00:00,4,8,1
2025/5/13 8:00:00,4,8,1
2025/5/13 9:00:00,2,8,1
2025/5/13 10:00:00,2,8,1
2025/5/14 6:00:00,4,8,1
2025/5/14 7:00:00,4,8,1
2025/5/14 8:00:00,4,8,1
2025/5/14 9:00:00,4,8,1
2025/5/14 10:00:00,4,8,1
2025/5/15 6:00:00,4,8,1
2025/5/15 7:00:00,2,8,1
2025/5/15 8:00:00,2,8,1
2025/5/15 9:00:00,4,8,1
2025/5/15 10:00:00,4,8,1
2025/5/16 6:00:00,4,8,1
2025/5/16 7:00:00,4,8,1
2025/5/16 8:00:00,4,8,1
2025/5/16 9:00:00,2,8,1
2025/5/16 10:00:00,4,8,1
2025/5/17 6:00:00,10,8,1
2025/5/17 7:00:00,10,8,1
2025/5/17 8:00:00,10,8,1
2025/5/17 9:00:00,10,8,1
2025/5/17 10:00:00,10,8,1
2025/5/18 6:00:00,4,8,1
2025/5/18 7:00:00,2,8,1
2025/5/18 8:00:00,2,8,1
2025/5/18 9:00:00,2,8,1
2025/5/18 10:00:00,4,8,1
2025/5/19 6:00:00,4,8,1
2025/5/19 7:00:00,4,8,1
2025/5/19 8:00:00,4,8,1
2025/5/19 9:00:00,4,8,1
2025/5/19 10:00:00,4,8,1
2025/5/20 6:00:00,4,8,1
2025/5/20 7:00:00,2,8,1
2025/5/20 8:00:00,2,8,1
2025/5/20 9:00:00,2,8,1
2025/5/20 10:00:00,2,8,1
2025/5/21 6:00:00,4,8,1
2025/5/21 7:00:00,4,8,1
2025/5/21 8:00:00,4,8,1
2025/5/21 9:00:00,4,8,1
2025/5/21 10:00:00,4,8,1
2025/5/22 6:00:00,10,8,1
2025/5/22 7:00:00,4,8,1
2025/5/22 8:00:00,4,8,1
2025/5/22 9:00:00,4,8,1
2025/5/22 10:00:00,4,8,1
2025/5/23 6:00:00,4,8,1
2025/5/23 7:00:00,4,8,1
2025/5/23 8:00:00,4,8,1
2025/5/23 9:00:00,4,8,1
2025/5/23 10:00:00,4,8,1
2025/5/24 6:00:00,4,8,1
2025/5/24 7:00:00,4,8,1
2025/5/24 8:00:00,4,8,1
2025/5/24 9:00:00,4,8,1
2025/5/24 10:00:00,4,8,1
2025/5/25 6:00:00,10,8,1
2025/5/25 7:00:00,10,8,1
2025/5/25 8:00:00,10,8,1
2025/5/25 9:00:00,4,8,1
2025/5/25 10:00:00,10,8,1
2025/5/26 6:00:00,4,8,1
2025/5/26 7:00:00,4,8,1
2025/5/26 8:00:00,4,8,1
2025/5/26 9:00:00,4,8,1
2025/5/26 10:00:00,4,8,1
2025/5/27 6:00:00,4,8,1
2025/5/27 7:00:00,4,8,1
2025/5/27 8:00:00,4,8,1
2025/5/27 9:00:00,4,8,1
2025/5/27 10:00:00,4,8,1
2025/5/28 6:00:00,10,8,1
2025/5/28 7:00:00,4,8,1
2025/5/28 8:00:00,4,8,1
2025/5/28 9:00:00,2,8,1
2025/5/28 10:00:00,2,8,1
2025/5/29 6:00:00,4,8,1
2025/5/29 7:00:00,4,8,1
2025/5/29 8:00:00,2,8,1
2025/5/29 9:00:00,4,8,1
2025/5/29 10:00:00,4,8,1
2025/5/30 6:00:00,10,8,1
2025/5/30 7:00:00,10,8,1
2025/5/30 8:00:00,10,8,1
2025/5/30 9:00:00,10,8,1
2025/5/30 10:00:00,10,8,1
2025/5/31 6:00:00,4,8,1
2025/5/31 7:00:00,10,8,1
2025/5/31 8:00:00,4,8,1
2025/5/31 9:00:00,10,8,1
2025/5/31 10:00:00,10,8,1
2025/6/1 6:00:00,10,8,1
2025/6/1 7:00:00,4,8,1
2025/6/1 8:00:00,4,8,1
2025/6/1 9:00:00,4,8,1
2025/6/1 10:00:00,2,8,1
2025/6/2 6:00:00,2,8,1
2025/6/2 7:00:00,4,8,1
2025/6/2 8:00:00,4,8,1
2025/6/2 9:00:00,10,8,1
2025/6/2 10:00:00,4,8,1
2025/6/3 6:00:00,10,8,1
2025/6/3 7:00:00,10,8,1
2025/6/3 8:00:00,10,8,1
2025/6/3 9:00:00,10,8,1
2025/6/3 10:00:00,10,8,1
2025/6/4 6:00:00,2,8,1
2025/6/4 7:00:00,2,8,1
2025/6/4 8:00:00,2,8,1
2025/6/4 9:00:00,2,8,1
2025/6/4 10:00:00,4,8,1
2025/6/5 6:00:00,4,8,1
2025/6/5 7:00:00,2,8,1
2025/6/5 8:00:00,2,8,1
2025/6/5 9:00:00,2,8,1
2025/6/5 10:00:00,2,8,1
2025/6/6 6:00:00,2,8,1
2025/6/6 7:00:00,2,8,1
2025/6/6 8:00:00,2,8,1
2025/6/6 9:00:00,2,8,1
2025/6/6 10:00:00,2,8,1
2025/6/7 6:00:00,4,8,1
2025/6/7 7:00:00,4,8,1
2025/6/7 8:00:00,2,8,1
2025/6/7 9:00:00,2,8,1
2025/6/7 10:00:00,2,8,1
2025/6/8 6:00:00,10,8,1
2025/6/8 7:00:00,10,8,1
2025/6/8 8:00:00,10,8,1
2025/6/8 9:00:00,4,8,1
2025/6/8 10:00:00,4,8,1
2025/6/9 6:00:00,4,8,1
2025/6/9 7:00:00,4,8,1
2025/6/9 8:00:00,4,8,1
2025/6/9 9:00:00,4,8,1
2025/6/9 10:00:00,4,8,1
2025/6/10 6:00:00,10,8,1
2025/6/10 7:00:00,10,8,1
2025/6/10 8:00:00,10,8,1
2025/6/10 9:00:00,10,8,1
2025/6/10 10:00:00,10,8,1
2025/6/11 6:00:00,10,8,1
2025/6/11 7:00:00,10,8,1
2025/6/11 8:00:00,10,8,1
2025/6/11 9:00:00,10,8,1
2025/6/11 10:00:00,10,8,1
2025/6/12 6:00:00,2,8,1
2025/6/12 7:00:00,2,8,1
2025/6/12 8:00:00,2,8,1
2025/6/12 9:00:00,2,8,1
2025/6/12 10:00:00,2,8,1
2025/6/13 6:00:00,4,8,1
2025/6/13 7:00:00,4,8,1
2025/6/13 8:00:00,2,8,1
2025/6/13 9:00:00,4,8,1
2025/6/13 10:00:00,4,8,1
2025/6/14 6:00:00,4,8,1
2025/6/14 7:00:00,4,8,1
2025/6/14 8:00:00,4,8,1
2025/6/14 9:00:00,4,8,1
2025/6/14 10:00:00,4,8,1
2025/6/15 6:00:00,10,8,1
2025/6/15 7:00:00,10,8,1
2025/6/15 8:00:00,10,8,1
2025/6/15 9:00:00,10,8,1
2025/6/15 10:00:00,4,8,1
2025/6/16 6:00:00,4,8,1
2025/6/16 7:00:00,4,8,1
2025/6/16 8:00:00,4,8,1
2025/6/16 9:00:00,4,8,1
2025/6/16 10:00:00,2,8,1
2025/6/17 6:00:00,2,8,1
2025/6/17 7:00:00,2,8,1
2025/6/17 8:00:00,2,8,1
2025/6/17 9:00:00,2,8,1
2025/6/17 10:00:00,2,8,1
2025/6/18 6:00:00,2,8,1
2025/6/18 7:00:00,2,8,1
2025/6/18 8:00:00,2,8,1
2025/6/18 9:00:00,2,8,1
2025/6/18 10:00:00,2,8,1
2025/6/19 6:00:00,4,8,1
2025/6/19 7:00:00,4,8,1
2025/6/19 8:00:00,2,8,1
2025/6/19 9:00:00,2,8,1
2025/6/19 10:00:00,2,8,1
2025/6/20 6:00:00,4,8,1
2025/6/20 7:00:00,4,8,1
2025/6/20 8:00:00,2,8,1
2025/6/20 9:00:00,2,8,1
2025/6/20 10:00:00,10,8,1
2025/6/21 6:00:00,2,8,1
2025/6/21 7:00:00,2,8,1
2025/6/21 8:00:00,2,8,1
2025/6/21 9:00:00,2,8,1
2025/6/21 10:00:00,2,8,1
2025/6/22 6:00:00,2,8,1
2025/6/22 7:00:00,2,8,1
2025/6/22 8:00:00,2,8,1
2025/6/22 9:00:00,2,8,1
2025/6/22 10:00:00,2,8,1
2025/6/23 6:00:00,4,8,1
2025/6/23 7:00:00,4,8,1
2025/6/23 8:00:00,4,8,1
2025/6/23 9:00:00,4,8,1
2025/6/23 10:00:00,2,8,1
2025/6/24 6:00:00,4,8,1
2025/6/24 7:00:00,4,8,1
2025/6/24 8:00:00,4,8,1
2025/6/24 9:00:00,10,8,1
2025/6/24 10:00:00,4,8,1
2025/6/25 6:00:00,4,8,1
2025/6/25 7:00:00,10,8,1
2025/6/25 8:00:00,10,8,1
2025/6/25 9:00:00,10,8,1
2025/6/25 10:00:00,4,8,1
2025/6/26 6:00:00,10,8,1
2025/6/26 7:00:00,4,8,1
2025/6/26 8:00:00,4,8,1
2025/6/26 9:00:00,2,8,1
2025/6/26 10:00:00,4,8,1
2025/6/27 6:00:00,4,8,1
2025/6/27 7:00:00,2,8,1
2025/6/27 8:00:00,2,8,1
2025/6/27 9:00:00,2,8,1
2025/6/27 10:00:00,2,8,1
